NO3_4mM_1	NO3_4mM_2	NO3_12mM_1	NO3_12mM_2
HaLaN_16399	0	0	24.280483	28.401535
HaLaN_16400	571.150085	641.410706	181.597382	193.101089
HaLaN_16402	31.645275	60.254757	27.913897	30.636444
HaLaN_16405	0	0	4.246389	6.429737
HaLaN_16409	64.531403	55.466099	4.317292	6.630194
HaLaN_16410	315.764038	117.34166	0	0
HaLaN_16413	0	0	15.245321	15.02251
HaLaN_16419	248.220917	172.961777	96.41349	100.267113
HaLaN_16426	0	0	6.038909	2.296057
HaLaN_16434	49.896133	174.644089	104.395142	138.457413
HaLaN_16437	0	0	60.096313	38.481449
HaLaN_16442	0	0	3.262709	3.933864
HaLaN_16444	0	0	13.656455	10.920132
HaLaN_16445	0	0	19.549847	8.57416
HaLaN_16447	0	0	4.675656	11.210988
HaLaN_16448	0	0	24.523319	22.909166
HaLaN_16453	0	0	9.44891	6.288402
HaLaN_16455	16.033487	17.342272	27.04495	25.495516
HaLaN_16456	186.085327	332.539124	123.904213	118.8601
HaLaN_16459	0	0	9.710124	7.118941
HaLaN_16469	0	0	3.878486	6.728731
HaLaN_16474	0	0	20.440825	30.011681
HaLaN_16476	60.759468	50.818539	77.643555	121.543114
HaLaN_16479	0	0	4.048396	1.412019
HaLaN_16487	316.235107	231.633545	152.459564	96.255119
HaLaN_16488	0	0	6.190789	16.690329
HaLaN_16495	0	0	8.384425	32.383263
HaLaN_16502	0	0	7.124003	13.604023
HaLaN_16503	0	0	5.702363	6.901948
HaLaN_16504	57.016037	297.747559	0	0
HaLaN_16510	125.854408	28.120489	23.872824	41.089779
HaLaN_16511	0	0	13.628805	12.569727
HaLaN_16516	0	0	5.171448	9.308361
HaLaN_16517	105.563644	83.491173	105.074196	92.198471
HaLaN_16519	0	0	92.175819	48.371605
HaLaN_16522	128.271423	137.838242	96.327599	80.972481
HaLaN_16523	34.331509	46.451797	35.150951	31.406347
HaLaN_16525	135.89444	203.950272	0	0
HaLaN_16526	0	0	9.35086	12.409688
HaLaN_16527	304.857697	168.907898	0	0
HaLaN_16531	344.622589	356.001495	291.522614	284.754028
HaLaN_16535	0	0	2.253744	5.660449
HaLaN_16549	0	0	40.576241	29.642336
HaLaN_16557	0	0	40.630711	23.815262
HaLaN_16559	39.461502	26.232445	19.663263	21.594717
HaLaN_16561	0	0	42.378624	38.289944
HaLaN_16564	462.218597	541.068726	733.214172	840.009155
HaLaN_16574	0	0	9.410577	15.033787
HaLaN_16578	297.553772	340.71286	350.781433	328.020752
HaLaN_16580	0	0	7.677379	21.502979
HaLaN_16581	0	0	12.117905	3.593686
HaLaN_16583	70.484138	100.425064	164.086868	118.885666
HaLaN_16585	84.7742	112.669647	116.970871	77.810806
HaLaN_16587	218.112305	339.200531	247.719971	179.917191
HaLaN_16589	242.139786	426.938934	7.546723	21.894968
HaLaN_16592	0	0	34.845249	35.765236
HaLaN_16598	137.472031	129.810089	49.913506	71.780899
HaLaN_16600	0	0	12.619071	15.351305
HaLaN_16604	0	0	11.321921	13.209141
HaLaN_16606	613.617004	585.018188	609.086304	593.894165
HaLaN_16607	0	0	2.470169	4.418225
HaLaN_16618	0	0	10.430483	18.150148
HaLaN_16626	260.539825	262.13208	91.305847	72.016632
HaLaN_16627	0	0	25.212273	16.092794
HaLaN_16628	18.193012	10.931484	21.724373	28.043262
HaLaN_16631	0	0	20.583361	11.690522
HaLaN_16633	0	0	16.176384	30.537617
HaLaN_16656	123.508308	92.224236	119.599457	108.76458
HaLaN_16663	186.64798	112.331436	48.635895	67.767403
HaLaN_16670	0	0	4.809969	6.656308
HaLaN_16687	0	0	23.202116	32.469746
HaLaN_16692	96.471161	84.829514	117.382904	112.210617
HaLaN_16704	0	0	1.782525	2.632357
HaLaN_16705	0	0	15.420862	9.50076
HaLaN_16706	76.778717	34.497894	107.728844	84.004646
HaLaN_16714	0	0	9.928926	14.808853
HaLaN_16715	85.063736	60.360001	30.485203	46.823708
HaLaN_16731	85.488121	149.19017	72.486992	69.033546
HaLaN_16732	0	0	5.480865	8.221679
HaLaN_16737	0	0	8.165284	14.686122
HaLaN_16742	0	0	5.695245	9.609967
HaLaN_16743	0	0	10.559486	22.913658
HaLaN_16744	0	0	12.862422	19.92074
HaLaN_16757	0	0	10.98638	13.428329
HaLaN_16762	0	0	7.182836	12.668903
HaLaN_16766	281.27005	287.542023	317.496613	271.865753
HaLaN_16770	0	0	124.817947	143.144867
HaLaN_16776	0	0	55.199066	68.519028
HaLaN_16781	0	0	3.808156	2.122988
HaLaN_16787	0	0	1.003372	1.862376
HaLaN_16800	27.99157	35.646389	10.181297	6.33167
HaLaN_16808	24.653109	8.834162	13.426823	14.058481
HaLaN_16809	0	0	59.778954	58.098335
HaLaN_16822	46.625721	128.905823	43.654007	49.018803
HaLaN_16825	0	0	77.756783	62.489388
HaLaN_16827	0	0	5.101609	8.164601
HaLaN_16828	58.134052	56.409428	32.443485	33.650066
HaLaN_16836	0	0	0.795915	1.670397
HaLaN_16839	97.576088	79.393044	57.369122	38.563263
HaLaN_16840	71.201347	57.486324	62.331837	52.544964
HaLaN_16850	0	0	28.809105	23.674948
HaLaN_16863	0	0	37.440777	43.038181
HaLaN_16864	0	0	12.11913	17.037748
HaLaN_16866	202.031097	272.397369	186.18605	179.68782
HaLaN_16868	94.704895	148.537033	0	0
HaLaN_16874	0	0	8.540323	7.981744
HaLaN_16879	0	0	3.066182	6.642387
HaLaN_16880	0	0	4.72532	6.941399
HaLaN_16881	0	0	20.234701	15.7683
HaLaN_16894	0	0	5.496709	28.794992
HaLaN_16896	37.101147	70.854378	65.01284	79.459885
HaLaN_16902	197.594711	259.695801	246.511688	222.736832
HaLaN_16930	3262.504395	3685.499023	10284.915039	10766.597656
HaLaN_16934	0	0	20.521883	45.885017
HaLaN_16937	0	0	20.323683	19.3113
HaLaN_16939	0	0	64.289795	80.947746
HaLaN_16949	0	0	18.454378	14.130385
HaLaN_16952	0	0	4.843205	6.597162
HaLaN_16953	0	0	11.387446	6.219
HaLaN_16954	0	0	5.799494	5.464432
HaLaN_16957	0	0	202.286957	163.717789
HaLaN_16960	0	0	8.023447	6.3516
HaLaN_16961	0	0	15.210847	22.966278
HaLaN_16979	0	0	4.441821	4.120788
HaLaN_16993	0	0	30.79755	26.379484
HaLaN_16997	0	0	41.101906	57.900726
HaLaN_16998	0	0	19.202353	11.681651
HaLaN_16999	0	0	18.590372	28.980907
HaLaN_17001	144.374466	232.353897	253.670837	246.915695
HaLaN_17002	0	0	1.391886	2.364833
HaLaN_17010	0	0	6.943418	9.812833
HaLaN_17019	0	0	53.572922	40.897781
HaLaN_17022	388.167206	202.998764	281.919403	190.112457
HaLaN_17023	0	0	43.213879	44.715027
HaLaN_17026	184.33754	127.328705	99.411674	94.296371
HaLaN_17028	0	0	52.434654	40.324577
HaLaN_17029	0	0	16.380331	12.945579
HaLaN_17035	0	0	6.545971	7.211334
HaLaN_17036	0	0	6.759785	14.692935
HaLaN_17041	0	0	3.992628	6.535864
HaLaN_17044	0	0	23.603113	14.240849
HaLaN_17045	118.287292	118.749077	0	0
HaLaN_17049	0	0	9.222255	11.140496
HaLaN_17056	0	0	20.855043	8.977001
HaLaN_17061	1226.312866	1094.706421	388.353027	331.747803
HaLaN_17066	0	0	0.959051	2.2605
HaLaN_17078	0	0	230.929657	173.635941
HaLaN_17086	0	0	1.149595	2.241166
HaLaN_17090	0	0	12.415557	15.14563
HaLaN_17091	401.891693	423.564667	259.925476	178.897949
HaLaN_17092	0	0	22.36887	11.620017
HaLaN_17094	0	0	18.211765	17.370049
HaLaN_17096	0	0	26.332899	45.023296
HaLaN_17101	125.747307	138.393723	126.863945	82.619904
HaLaN_17107	0	0	2.224078	2.452847
HaLaN_17109	720.803162	590.209045	511.51889	383.662842
HaLaN_17110	1270.591187	1384.375	1454.460693	1531.426758
HaLaN_17115	262.767334	255.636124	225.969009	245.089493
HaLaN_17117	147.149429	115.071167	160.864792	165.659317
HaLaN_17118	0	0	20.099407	29.027514
HaLaN_17119	0	0	32.189613	58.505695
HaLaN_17121	0	0	39.884174	29.29561
HaLaN_17128	0	0	13.511042	14.678595
HaLaN_17133	0	0	4.451282	20.079481
HaLaN_17134	0	0	61.568409	48.069347
HaLaN_17146	0	0	36.592678	69.414803
HaLaN_17147	0	0	12.253027	20.75042
HaLaN_17148	0	0	54.091854	65.49868
HaLaN_17154	48.767696	24.058208	17.619923	15.071587
HaLaN_17155	387.998627	340.210663	283.000244	299.416992
HaLaN_17157	0	0	30.366737	22.050514
HaLaN_17164	908.116089	834.129211	387.722504	339.580048
HaLaN_17167	0	0	19.033543	15.914303
HaLaN_17168	0	0	7.003514	7.043939
HaLaN_17169	77.378975	32.552105	38.884014	43.605076
HaLaN_17173	119.115669	31.738066	56.078407	66.460052
HaLaN_17183	0	0	26.595415	33.902233
HaLaN_17185	0	0	5.874866	14.98309
HaLaN_17197	0	0	9.125789	9.439902
HaLaN_17203	1322.321777	1319.548096	152.326263	175.232178
HaLaN_17211	103.243851	137.988541	87.150436	83.883041
HaLaN_17213	0	0	16.631422	24.411617
HaLaN_17215	127.93187	10.639441	28.596766	30.104382
HaLaN_17218	0	0	51.920166	85.309578
HaLaN_17220	2058.262939	2132.362549	41.403847	30.642559
HaLaN_17221	77.371201	56.862328	71.949066	115.814522
HaLaN_17222	34.542381	28.731831	41.144077	32.815674
HaLaN_17226	0	0	3.029842	0.909635
HaLaN_17230	0	0	1.162288	0.368295
HaLaN_17237	89.219078	66.553696	74.388855	75.487198
HaLaN_17238	2521.819824	2395.687012	1327.653809	1009.396667
HaLaN_17242	0	0	10.055727	7.330479
HaLaN_17247	0	0	42.43639	36.682598
HaLaN_17248	0	0	16.177614	32.760975
HaLaN_17251	19.970133	40.745548	18.545132	11.166807
HaLaN_17252	547.481262	291.08844	326.35257	307.607269
HaLaN_17256	19.281231	8.129021	12.797435	4.888632
HaLaN_17258	0	0	68.33448	102.344887
HaLaN_17259	0	0	246.219177	211.81871
HaLaN_17261	0	0	67.117279	88.123734
HaLaN_17262	0	0	23.846485	20.347084
HaLaN_17263	81.967834	80.783417	85.756973	84.6511
HaLaN_17280	0	0	7.801882	7.146451
HaLaN_17282	0	0	3.396857	9.494254
HaLaN_17285	1801.930786	2071.667236	453.053955	463.498749
HaLaN_17286	141.896103	114.605873	105.622536	92.748413
HaLaN_17289	0	0	2.642284	2.645217
HaLaN_17290	0	0	2.643528	2.719325
HaLaN_17294	0	0	17.436319	9.841905
HaLaN_17301	682.620728	635.386597	647.642822	569.934998
HaLaN_17305	0	0	9.202642	8.884705
HaLaN_17307	108.179893	43.265125	34.751236	34.841885
HaLaN_17313	0	0	61.30975	54.465038
HaLaN_17326	0	0	106.334213	89.206841
HaLaN_17329	0	0	15.081762	12.845935
HaLaN_17336	0	0	50.013119	85.785408
HaLaN_17338	1425.236084	1313.16272	1932.606445	1803.152466
HaLaN_17345	0	0	21.93796	36.731518
HaLaN_17346	0	0	18.765808	14.961016
HaLaN_17348	0	0	38.810959	37.51498
HaLaN_17349	0	0	14.635701	17.174952
HaLaN_17352	183.905136	292.208618	171.032852	175.790237
HaLaN_17360	0	0	55.877594	50.194748
HaLaN_17365	0	0	256.270203	185.868576
HaLaN_17373	0	0	10.004145	3.657442
HaLaN_17378	0	0	35.964146	31.381119
HaLaN_17387	0	0	2.010032	4.834231
HaLaN_17392	0	0	90.219383	75.92762
HaLaN_17396	41.94519	72.446648	27.793917	22.8706
HaLaN_17399	0	0	31.525227	12.15867
HaLaN_17401	0	0	1.762344	2.985824
HaLaN_17403	0	0	7.838954	14.707436
HaLaN_17413	0	0	1.755291	0.496608
HaLaN_17426	642.76593	660.446045	794.406311	741.408508
HaLaN_17428	0	0	2.273536	5.602361
HaLaN_17429	566.207397	566.43573	554.840942	572.794006
HaLaN_17438	0	0	8.390471	7.974199
HaLaN_17441	183.750336	123.905899	74.441261	113.680786
HaLaN_17458	0	0	6.653034	9.345171
HaLaN_17460	0	0	30.765066	38.647797
HaLaN_17463	0	0	35.918728	28.908318
HaLaN_17464	444.996735	320.68338	508.095276	582.480591
HaLaN_17471	0	0	51.044979	72.165779
HaLaN_17476	0	0	9.257946	8.87423
HaLaN_17477	0	0	3.0204	11.158341
HaLaN_17478	0	0	22.871109	40.738834
HaLaN_17479	0	0	4.146848	15.24488
HaLaN_17481	0	0	0.359052	1.005676
HaLaN_17497	44.236893	41.517357	22.52883	29.582289
HaLaN_17499	0	0	4.482461	2.774613
HaLaN_17500	0	0	4.253481	3.050813
HaLaN_17501	76.005447	90.909019	18.579159	16.404087
HaLaN_17502	5.118933	35.948364	20.680887	18.01927
HaLaN_17511	0	0	8.350605	10.481881
HaLaN_17516	0	0	11.373132	11.300995
HaLaN_17524	0	0	41.404068	35.654491
HaLaN_17525	0	0	58.220276	43.500797
HaLaN_17535	0	0	12.253556	11.106942
HaLaN_17540	0	0	50.922714	55.982864
HaLaN_17543	0	0	11.114923	16.41209
HaLaN_17544	0	0	11.786617	2.956492
HaLaN_17547	0	0	43.761097	62.286125
HaLaN_17549	0	0	44.99881	70.393715
HaLaN_17551	312.961975	310.538361	205.690201	210.760712
HaLaN_17559	122.357971	33.787857	67.915939	104.375969
HaLaN_17573	0	0	23.147749	21.541553
HaLaN_17574	52.341831	120.772652	79.787437	103.249046
HaLaN_17575	0	0	8.013673	5.297588
HaLaN_17576	294.562561	242.239365	18.795334	31.966299
HaLaN_17580	0	0	99.031982	116.335838
HaLaN_17582	0	0	2.995796	0.827909
HaLaN_17589	34.10009	43.872921	17.504517	20.358322
HaLaN_17605	0	0	11.13252	16.671478
HaLaN_17606	131.085983	115.220528	79.925995	120.841217
HaLaN_17607	401.626617	333.256134	434.809814	423.848938
HaLaN_17611	0	0	11.594162	23.339437
HaLaN_17620	0	0	5.49347	13.671821
HaLaN_17621	0	0	17.329332	21.734348
HaLaN_17622	0	0	44.617004	45.612446
HaLaN_17623	160.384155	235.133377	157.80336	165.559158
HaLaN_17632	0	0	18.561653	20.227127
HaLaN_17637	0	0	12.293428	24.219639
HaLaN_17640	898.595459	1599.75293	283.342438	236.839157
HaLaN_17649	42.867775	57.351093	38.090042	26.28392
HaLaN_17686	0	0	5.196242	1.854589
HaLaN_17690	5090.59375	6703.681152	15453.499023	19145.019531
HaLaN_17695	0	0	0.628832	4.922379
HaLaN_17696	0	0	21.549635	24.35887
HaLaN_17697	0	0	10.215707	14.880604
HaLaN_17698	0	0	25.688955	41.090553
HaLaN_17701	0	0	0.651878	0.647753
HaLaN_17704	800.66864	614.56488	542.198792	367.003967
HaLaN_17707	0	0	15.394383	17.904036
HaLaN_17709	0	0	0.93893	1.664572
HaLaN_17712	0	0	24.178164	39.915363
HaLaN_17715	0	0	6.258345	4.855103
HaLaN_17716	0	0	0.846504	0.474197
HaLaN_17719	430.086761	362.204742	290.911865	287.791595
HaLaN_17720	0	0	61.021126	99.812057
HaLaN_17725	53.254704	50.289551	90.563332	100.44381
HaLaN_17731	0	0	765.621033	1183.465942
HaLaN_17737	0	0	9.394349	6.451878
HaLaN_17739	0	0	8.971712	8.15377
HaLaN_17743	0	0	18.791914	6.904714
HaLaN_17760	0	0	18.854273	9.835796
HaLaN_17763	0	0	10.370385	20.785376
HaLaN_17764	159.077927	43.278301	92.402489	86.886513
HaLaN_17766	234.510254	262.314545	143.808807	151.508545
HaLaN_17772	0	0	23.405935	25.469374
HaLaN_17787	0	0	5.706418	3.471888
HaLaN_17790	0	0	8.432286	17.451624
HaLaN_17796	177.503693	130.661392	125.628632	96.976944
HaLaN_17799	0	0	4.559844	4.683903
HaLaN_17807	0	0	25.316389	33.478344
HaLaN_17809	0	0	6.741152	11.690122
HaLaN_17811	322.578064	66.083038	134.878235	137.531235
HaLaN_17814	0	0	105.669357	150.821747
HaLaN_17815	0	0	82.063797	89.513412
HaLaN_17816	0	0	49.171638	65.653351
HaLaN_17822	0	0	3.872514	7.667065
HaLaN_17828	169.865631	164.830536	141.284027	122.246666
HaLaN_17830	0	0	1.442627	0.409453
HaLaN_17831	251.373276	107.752281	109.487289	114.644951
HaLaN_17840	0	0	3.669991	20.981644
HaLaN_17843	0	0	6.469092	8.534876
HaLaN_17844	151.796844	130.501266	54.430931	36.765865
HaLaN_17850	0	0	5.776078	5.428649
HaLaN_17851	0	0	25.721294	35.011955
HaLaN_17852	0	0	9.917286	7.467149
HaLaN_17859	0	0	10.106514	7.212231
HaLaN_17861	0	0	15.901279	15.090178
HaLaN_17867	226.862747	244.760239	254.444214	242.153732
HaLaN_17868	281.103699	183.141449	244.378296	221.177078
HaLaN_17870	1196.311279	1099.419067	999.105713	1000.539795
HaLaN_17883	0	0	47.529236	69.461143
HaLaN_17884	0	0	1.655901	3.400378
HaLaN_17888	0	0	28.188786	22.289421
HaLaN_17893	626.970154	422.995239	27.077009	28.489756
HaLaN_17906	147.481613	252.302109	46.716335	35.638172
HaLaN_17912	411.436432	318.506592	545.56604	581.615906
HaLaN_17914	0	0	15.592752	23.470917
HaLaN_17918	0	0	10.627587	14.713556
HaLaN_17920	459.783997	267.212067	437.013214	440.112
HaLaN_17922	0	0	26.419422	28.41976
HaLaN_17923	0	0	87.279846	76.123993
HaLaN_17928	0	0	140.481888	156.731491
HaLaN_17942	0	0	13.915372	9.000172
HaLaN_17944	0	0	76.61367	86.513168
HaLaN_17946	251.598862	200.720398	256.85791	263.381958
HaLaN_17948	0	0	25.625866	44.495323
HaLaN_17954	247.741638	365.203003	141.748322	129.076904
HaLaN_17963	8827.9375	10985.552734	10970.616211	9049.848633
HaLaN_17964	0	0	21.603685	18.187775
HaLaN_17970	0	0	36.685604	59.732021
HaLaN_17971	0	0	17.736858	7.962869
HaLaN_17975	0	0	8.361409	7.990153
HaLaN_17976	0	0	21.856674	22.035376
HaLaN_17977	0	0	11.654168	23.114088
HaLaN_17980	218.678436	245.853485	157.704697	161.492645
HaLaN_17986	147.615112	70.193657	52.710682	60.794807
HaLaN_17987	85.961945	97.633682	101.521515	81.387123
HaLaN_17988	0	0	186.145523	148.123856
HaLaN_17991	0	0	27.659681	19.560854
HaLaN_17993	610.573059	568.307129	687.975708	784.807922
HaLaN_18007	0	0	26.932211	23.476665
HaLaN_18009	0	0	17.607296	30.24807
HaLaN_18012	0	0	302.852631	280.103577
HaLaN_18017	0	0	4.345315	5.4277
HaLaN_18018	0	0	36.616047	23.616076
HaLaN_18019	0	0	29.784533	24.439342
HaLaN_18020	0	0	20.032326	56.129955
HaLaN_18030	0	0	26.691561	29.333078
HaLaN_18038	0	0	38.691921	23.242594
HaLaN_18039	0	0	50.987312	27.897663
HaLaN_18041	0	0	47.278233	68.97821
HaLaN_18043	0	0	9.210614	4.453301
HaLaN_18044	0	0	6.648497	13.244275
HaLaN_18045	2645.501709	2376.731934	690.713562	464.559265
HaLaN_18047	93.371948	159.031967	195.142151	159.523239
HaLaN_18048	0	0	70.803406	52.566872
HaLaN_18050	0	0	5.150436	9.627388
HaLaN_18051	0	0	3.043351	3.966703
HaLaN_18054	0	0	18.508484	29.252609
HaLaN_18057	0	0	8.345679	21.857349
HaLaN_18064	345.296631	111.954483	252.386108	297.886688
HaLaN_18069	0	0	19.208443	17.42926
HaLaN_18073	271.904877	103.125404	164.23259	131.568832
HaLaN_18074	190.246552	165.750092	177.368622	154.491638
HaLaN_18081	0	0	12.031678	15.839725
HaLaN_18082	0	0	35.198792	46.327618
HaLaN_18086	0	0	41.026733	25.073545
HaLaN_18088	139.947998	234.420578	301.772858	236.867767
HaLaN_18089	391.368286	574.476318	555.228088	538.724976
HaLaN_18091	0	0	8.723636	16.667397
HaLaN_18094	0	0	4.339204	6.739748
HaLaN_18098	0	0	7.665713	4.385809
HaLaN_18110	0	0	5.376974	13.146491
HaLaN_18112	262.6763	209.405594	271.619751	263.199524
HaLaN_18114	36.534096	134.516846	127.818672	114.595848
HaLaN_18116	0	0	9.387349	8.911858
HaLaN_18117	0	0	4.375497	8.079624
HaLaN_18118	0	0	7.237366	11.122834
HaLaN_18120	0	0	52.439159	39.697487
HaLaN_18121	0	0	10.10838	5.050908
HaLaN_18133	0	0	60.432144	41.14954
HaLaN_18134	81.468857	38.540752	53.929924	72.329315
HaLaN_18135	0	0	11.605385	10.249074
HaLaN_18136	0	0	155.589539	154.682129
HaLaN_18137	0	0	15.316702	22.942724
HaLaN_18141	0	0	13.749157	6.706707
HaLaN_18142	0	0	33.299263	16.344654
HaLaN_18144	0	0	27.850723	29.951042
HaLaN_18146	0	0	0.902183	4.097691
HaLaN_18152	0	0	29.622837	39.752464
HaLaN_18156	0	0	6.599885	8.389974
HaLaN_18161	126.77018	82.666466	15.444147	9.91907
HaLaN_18172	0	0	64.139038	36.745144
HaLaN_18173	78.699226	131.611954	100.293961	90.790176
HaLaN_18188	154.241959	457.80368	235.533752	202.668091
HaLaN_18190	210.768005	177.09581	149.648956	134.611008
HaLaN_18194	261.078979	232.952606	327.471283	303.308807
HaLaN_18196	0	0	5.013449	3.617774
HaLaN_18199	0	0	4.449212	5.928597
HaLaN_18201	0	0	32.429661	35.797718
HaLaN_18203	237.362274	212.474274	193.367584	171.772751
HaLaN_18204	0	0	2.478059	6.089615
HaLaN_18205	301.570618	303.779236	194.378128	146.32785
HaLaN_18206	0	0	36.603321	18.967087
HaLaN_18207	1426.351685	1268.190308	952.725159	1039.428955
HaLaN_18214	0	0	2.568861	3.944014
HaLaN_18216	0	0	35.299747	38.688675
HaLaN_18222	0	0	107.499008	70.137955
HaLaN_18226	0	0	17.493601	14.329901
HaLaN_18228	0	0	28.93655	33.773102
HaLaN_18231	122.555397	120.641357	84.453148	104.170044
HaLaN_18238	29.613045	54.229424	1.749145	20.712927
HaLaN_18240	0	0	18.621847	24.652779
HaLaN_18249	0	0	19.871315	42.749432
HaLaN_18252	4.179749	23.786224	6.200352	18.596144
HaLaN_18253	48.782883	35.38718	18.991472	13.902683
HaLaN_18260	122.020683	113.772194	104.486717	102.381332
HaLaN_18261	0	0	0.537816	1.513
HaLaN_18266	0	0	22.952463	13.702697
HaLaN_18269	0	0	11.504275	12.440795
HaLaN_18282	0	0	96.491524	87.735008
HaLaN_18283	0	0	17.486193	24.116121
HaLaN_18290	0	0	4.241466	11.524776
HaLaN_18293	67.418877	64.818542	88.363983	112.097694
HaLaN_18295	0	0	81.629517	84.565094
HaLaN_18298	0	0	75.841866	115.459427
HaLaN_18303	421.441406	331.252045	113.882042	120.866905
HaLaN_18306	0	0	49.700954	25.51679
HaLaN_18308	271.086578	297.002319	300.27124	300.966248
HaLaN_18319	0	0	3.481243	2.595932
HaLaN_18320	42.581013	48.729328	28.175779	44.509342
HaLaN_18322	0	0	72.013779	59.691391
HaLaN_18323	35.077541	8.017486	23.421022	39.694389
HaLaN_18325	122.267471	72.860794	53.81126	32.180183
HaLaN_18328	0	0	12.24867	10.898979
HaLaN_18330	0	0	8.158396	6.828673
HaLaN_18333	0	0	4.045936	9.92658
HaLaN_18334	0	0	56.78043	43.800835
HaLaN_18340	0	0	23.740484	36.175377
HaLaN_18346	0	0	2.580553	1.37598
HaLaN_18347	147.863525	133.969147	220.596481	243.986877
HaLaN_18351	8310.552734	8084.663086	8581.021484	8826.816406
HaLaN_18353	0	0	32.587185	48.062347
HaLaN_18360	0	0	8.324797	5.826401
HaLaN_18368	1330.582642	1011.464417	2183.358154	2706.619873
HaLaN_18380	0	0	20.331236	32.002232
HaLaN_18381	0	0	19.679651	26.181849
HaLaN_18382	0	0	14.899595	34.237656
HaLaN_18389	0	0	45.865166	38.04874
HaLaN_18390	0	0	57.098667	69.366585
HaLaN_18395	0	0	9.791277	4.237999
HaLaN_18396	0	0	0.805211	3.408049
HaLaN_18400	0	0	20.176994	26.017298
HaLaN_18412	107.215393	111.185455	116.687698	86.642288
HaLaN_18415	0	0	6.557327	3.410356
HaLaN_18417	355.713104	342.205963	83.739273	59.089458
HaLaN_18425	0	0	24.643713	16.594463
HaLaN_18426	0	0	36.615112	49.56501
HaLaN_18431	279.795349	230.954437	331.65387	213.262115
HaLaN_18432	154.18602	204.929504	103.1548	79.336266
HaLaN_18433	484.552429	447.522034	335.120483	363.963165
HaLaN_18434	160.744507	196.330551	233.962708	226.229431
HaLaN_18435	960.472473	894.756042	1090.164917	993.183594
HaLaN_18442	0	0	6.21061	4.46339
HaLaN_18446	0	0	59.052444	25.168613
HaLaN_18452	37.303082	35.69614	6.137938	8.756923
HaLaN_18460	239.099091	370.141388	392.887848	380.591461
HaLaN_18462	59.178829	47.712147	40.405533	28.615252
HaLaN_18463	0	0	4.422805	2.853335
HaLaN_18481	0	0	63.204586	68.304359
HaLaN_18482	729.071838	586.437561	336.075897	363.307678
HaLaN_18483	114.598236	105.043106	297.037659	232.415253
HaLaN_18491	0	0	16.846193	23.643286
HaLaN_18496	0	0	18.267389	15.68589
HaLaN_18500	0	0	6.066372	8.483947
HaLaN_18501	0	0	39.079666	25.777641
HaLaN_18510	2825.993164	2543.29541	2847.896973	3849.564209
HaLaN_18512	170.428772	104.18084	145.183945	97.770714
HaLaN_18520	0	0	27.545465	28.865198
HaLaN_18521	134.235046	77.969246	72.427719	60.693512
HaLaN_18525	0	0	3.624654	2.372942
HaLaN_18532	0	0	12.92704	10.214331
HaLaN_18534	0	0	7.760686	7.783963
HaLaN_18535	0	0	14.442862	16.076246
HaLaN_18540	0	0	22.385712	30.484724
HaLaN_18542	0	0	7.872688	4.881074
HaLaN_18551	0	0	3.072518	14.149215
HaLaN_18557	0	0	8.892802	11.997381
HaLaN_18563	0	0	4.145268	3.376384
HaLaN_18568	0	0	29.690714	53.017429
HaLaN_18571	0	0	5.062897	9.904134
HaLaN_18574	0	0	11.411325	20.065775
HaLaN_18576	0	0	100.883156	99.49369
HaLaN_18577	0	0	30.932892	32.793545
HaLaN_18578	0	0	11.151854	13.291287
HaLaN_18581	0	0	60.146809	53.012466
HaLaN_18583	0	0	4.407141	8.15952
HaLaN_18587	504.195312	643.676086	447.985352	380.56311
HaLaN_18589	0	0	7.499699	16.381859
HaLaN_18592	0	0	6.628	12.607359
HaLaN_18593	0	0	15.441223	30.24235
HaLaN_18594	0	0	11.349167	11.132712
HaLaN_18595	0	0	2.463633	2.086955
HaLaN_18599	0	0	2.407453	3.946484
HaLaN_18600	0	0	6.678204	7.157579
HaLaN_18608	0	0	8.849967	9.653508
HaLaN_18616	0	0	98.603195	109.227852
HaLaN_18619	456.329468	570.246155	3786.610596	2626.738525
HaLaN_18631	352.458771	319.869507	480.935913	404.552185
HaLaN_18646	98.337189	167.595581	118.856178	97.498711
HaLaN_18648	0	0	94.510231	70.386917
HaLaN_18652	0	0	6.254061	10.072454
HaLaN_18656	0	0	7.217145	7.329126
HaLaN_18666	102.036499	27.541647	85.740776	148.250336
HaLaN_18668	0	0	82.370155	75.481354
HaLaN_18672	0	0	7.222384	3.065022
